Tan Benhong,2014—,Commander,PLA,Services and Arms,Army (or Ground Force),Corps Command,Hong Kong SAR
Tan Furen,1969—1973,Member,CPC,Central Committee
Tan Jialin,2004—,Deputy Director,CPC,Central Committee,International Liaison Department
Tan Jialin,2003—2004,Deputy Secretary,CPC,Central Committee,International Liaison Department
Tan Jialin,1994—2003,Deputy Director,CPC,Central Committee,International Liaison Department,General Office
Tan Jialin,1984,Joined,CPC
Tan Jiazhen,,Professor,Fudan University,Shanghai Municipality
Tan Jiazhen,1999—,Honorary Academician,New York Academy of Science
Tan Jiazhen,1987—,Foreign Academician,Italian National Academy of Science
Tan Jiazhen,1985—,Academician,Third World Academy of Sciences
Tan Jiazhen,1985—,Foreign Academician,American National Academy of Science
Tan Jiazhen,1980—,Academician,Chinese Academy of Sciences
Tan Jiazhen,1932,Graduate,Yanjing University,Beijing Municipality
Tan Jiazhen,1930,Graduate,Dongwu University,Jiangsu Province,Suzhou City
Tan Li,2010—2014,Vice-Governor,People's Government,Hainan Province
Tan Li,2009—2010,Director,People's Government,Publicity Department,Hainan Province
Tan Li,2009—2010,Member,CPC,Provincial Committee,Hainan Province
Tan Li,2004—2009,Secretary,CPC,City Committee,Sichuan Province,Mianyang City
Tan Li,2004—2004,Director,City People's Congress,Sichuan Province,Guang'an
Tan Li,2001—2004,Secretary,CPC,City Committee,Sichuan Province,Guang'an
Tan Li,1998—2001,Member,CPC,City Committee,Standing Committee,Sichuan Province,Chengdu City
Tan Li,1998—2001,Director,CPC,City Committee,Publicity Department,Sichuan Province,Chengdu City
Tan Li,1997—1998,Assistant to the Mayor,People's Government,Sichuan Province,Chengdu City
Tan Li,1996—1997,Head,People's Government,Sichuan Province,Pixian County
Tan Li,1995—1998,Secretary,CPC,County Committee,Sichuan Province,Pixian County
Tan Li,1993—1995,Deputy Secretary,CPC,County Committee,Sichuan Province,Pixian County
Tan Li,1985—1995,Director,CPC,Provincial Committee,Party School,Teaching and Research Laboratory,Sichuan Province
Tan Li,1983—1985,Worker,Education Bureau,Sichuan Province,Yibin Prefecture
Tan Li,1979—1983,Student,Chongqing Normal College,History Department,Chongqing Municipality
Tan Liangliang,1999—,General Manager,Nanning Water Supply Company,Guangxi Zhuang Autonomous Region,Nanning City
Tan Liangliang,1996—1999,Deputy General Manager,Nanning Water Supply Company,Guangxi Zhuang Autonomous Region,Nanning City
Tan Liangliang,1995—1996,Assistant to the General Manager,Nanning Water Supply Company,Guangxi Zhuang Autonomous Region,Nanning City
Tan Liangliang,1990—1995,Deputy Director,Nanning Water Supply Company,Design Office,Guangxi Zhuang Autonomous Region,Nanning City
Tan Liangliang,,Joined,CPC
Tan Liangliang,1987—1990,Assistant Engineer,Nanning Water Supply Company,Design Office,Guangxi Zhuang Autonomous Region,Nanning City
Tan Liangliang,1982—1987,Student,Chongqing University,Chongqing Municipality
Tan Min,,Professor,Shanghai Institute of Finance and Economics,Shanghai Municipality
Tan Min,,President,Shanghai Institute of Finance and Economics,Shanghai Municipality
Tan Min,,Secretary,Shanghai Institute of Finance and Economics,CPC,Party Committee
Tan Naida,1992—1997,Alternate Member,CPC,Central Committee
Tan Qilong,1982—1987,Member,CPC,Central Committee
Tan Qilong,1977—1982,Member,CPC,Central Committee
Tan Qilong,1973—1977,Member,CPC,Central Committee
Tan Qilong,1969—1973,Alternate Member,CPC,Central Committee
Tan Qilong,1956—1969,Alternate Member,CPC,Central Committee
Tan Qiwei,2006—,Vice-Mayor,People's Government,Chongqing Municipality
Tan Qiwei,2003—2008,Member,NPC
Tan Qiwei,2001—2006,Secretary,CPC,District Committee,Chongqing Municipality
Tan Qiwei,1997—2001,Deputy Secretary,CPC,District Committee,Chongqing Municipality
Tan Qiwei,1997—2001,Chief Executive,People's Government,Chongqing Municipality
Tan Qiwei,1991—1997,Deputy Commissioner,People's Government,Sichuan Province,Qianjiang Prefecture
Tan Qiwei,1985—1989,Chief Executive,People's Government,Sichuan Province,Shizhu County
Tan Qiwei,1980—1981,Chief Executive,People's Government,Sichuan Province,Shizhu County
Tan Runhua,1999—,Vice-President,Hebei University of Technology,Hebei Province
Tan Runhua,1998—1999,Dean,Hebei University of Technology,Machinery School,Hebei Province
Tan Runhua,,Joined,China Association for Promoting Democracy (CAPD)
Tan Shanhe,1982—1987,Member,CPC,Central Committee
Tan Shanhe,1977—1982,Alternate Member,CPC,Central Committee
Tan Shaowen,1992—1997,Member,CPC,Central Committee
Tan Shaowen,1992—1997,Member,CPC,Central Committee,Politburo
Tan Shaowen,1989—1990,Chairman,CPPCC,Municipal Committee,Tianjin Municipality
Tan Shaowen,1984—1988,Deputy Secretary,CPC,Municipal Committee,Tianjin Municipality
Tan Shaowen,1982—1984,Secretary,CPC,Municipal Committee,Tianjin Municipality
Tan Shaowen,1978—1981,President,Hebei University of Technology,Tianjin Municipality
Tan Shaowen,1978—1982,Deputy Secretary,Hebei University of Technology,CPC,Party Committee,Tianjin Municipality
Tan Shaowen,1955,Joined,CPC
Tan Shigui,2002—,President,Hainan University,Hainan Province,Haikou City
Tan Shigui,1998—2002,Deputy Secretary,Hainan University,CPC,Party Committee,Hainan Province,Haikou City
Tan Shigui,1993—2002,Vice-President,Hainan University,Hainan Province,Haikou City
Tan Shigui,1988—1993,Professor,Hainan University,Law Department,Hainan Province,Haikou City
Tan Tianxing,2012—,Deputy Director,Overseas Chinese Affairs Office of the State Council
Tan Tianxing,1990,Graduate,Beijing University,Beijing Municipality
Tan Tianxing,1983—1986,Student,Huazhong Normal University,History Department,Hubei Province,Wuhan City
Tan Tianxing,1979—1983,Student,Huazhong Normal University,History Department,Hubei Province,Wuhan City
Tan Weidong,2011—,Vice-Chairman,CPPCC,Provincial Committee,Guangdong Province
Tan Weidong,2007—,Secretary,CPC,City Committee,Guangdong Province,Zhaoqing City
Tan Weidong,2006—,Director,City People's Congress,Standing Committee,Guangdong Province,Zhaoqing City
Tan Weidong,2001—2006,Secretary,CPC,City Committee,Guangdong Province,Shaoguan City
Tan Weidong,2001—2006,Director,City People's Congress,Standing Committee,Guangdong Province,Shaoguan City
Tan Weidong,1997—2001,Mayor,People's Government,Guangdong Province,Shaoguan City
Tan Weidong,1996—1997,Acting Mayor,People's Government,Guangdong Province,Shaoguan City
Tan Weidong,1995—1997,Vice-Mayor,People's Government,Guangdong Province,Shaoguan City
Tan Weidong,1995—2001,Deputy Secretary,CPC,City Committee,Guangdong Province,Shaoguan City
Tan Weidong,1993—1995,Secretary,CPC,County Committee,Guangdong Province,Ruyuan County
Tan Weidong,1991—1993,Secretary,CPC,District Committee,Guangdong Province,Shaoguan City,Zhenjiang District
Tan Weidong,1988—1991,Chief,People's Government,Guangdong Province,Shaoguan City,Zhenjiang District
Tan Weidong,1988—1991,Deputy Secretary,CPC,District Committee,Guangdong Province,Shaoguan City,Zhenjiang District
Tan Weidong,1984—1988,Secretary,CYLC,City-Level,Guangdong Province,Shaoguan City
Tan Weidong,1980—1984,Deputy Secretary,CYLC,City-Level,Guangdong Province,Shaoguan City
Tan Wenzhen,1977—1982,Alternate Member,CPC,Central Committee
Tan Xinghui,2000—,Vice-President,China Unicom
Tan Xinghui,2000—,Executive Director,China Unicom
Tan Xinghui,1996—2000,General Manager,China Unicom,Operation Maintenance and Interconnection Department
Tan Xinghui,1983,Graduate,Beijing Institute of Posts and Telecommunications,Microwave Communications Department,Beijing Municipality
Tan Yingji,1982—1987,Member,CPC,Central Committee
Tan Yingji,1977—1982,Member,CPC,Central Committee
Tan Youlin,1982—1987,Member,CPC,Central Committee
Tan Zheng,1956—1969,Member,CPC,Central Committee
Tan Zhenhui,1998—,President,Northern Jiaotong University,Beijing Municipality
Tan Zhenhui,1987,Graduate,Northern Jiaotong University,Beijing Municipality
Tan Zhenhui,,Graduate,Northern Jiaotong University,Beijing Municipality
Tan Zhenlin,1978—1983,Vice-Chairman,Standing Committee of the NPC
Tan Zhenlin,1977—1982,Member,CPC,Central Committee
Tan Zhenlin,1975—1978,Vice-Chairman,Standing Committee of the NPC
Tan Zhenlin,1973—1977,Member,CPC,Central Committee
Tan Zhenlin,1956—1969,Member,CPC,Central Committee
Tan Zhongchi,1999—,Mayor,People's Government,Hunan Province,Changsha City
Tan Zhongchi,1998—2000,Vice-Mayor,People's Government,Hunan Province,Changsha City
Tan Zhongchi,1998—2000,Deputy Secretary,CPC,City Committee,Hunan Province,Changsha City
Tan Zhongchi,1997—1998,Deputy Secretary-General,People's Government,Hunan Province
Tan Zhongchi,1995—1997,Member,CPC,Prefectural Committee,Hunan Province,Loudi Prefecture
Tan Zhongchi,1990—1992,Magistrate,County (District) People's Court,Hunan Province,Liuyang County
Tan Zhongchi,1989—1990,Acting Magistrate,County (District) People's Court,Hunan Province,Liuyang County
Tan Zhongchi,1986—1992,Deputy Secretary,CPC,County Committee,Hunan Province,Liuyang County
Tan Zhongchi,1985—1986,Member,CPC,County Committee,Standing Committee,Hunan Province,Liuyang County
Tan Zhongchi,1982—1985,Deputy Director,CPC,County Committee,General Office,Hunan Province,Liuyang County
Tan Zhongchi,1978—1979,President,Hunan Province,Liuyang County
Tan Zhongchi,1977,Joined,CPC
Tan Zuojun,2012—2017,Vice-Governor,People's Government,Liaoning Province
Tan Zuojun,2008—2012,General Manager,China State Shipbuilding Corporation (CSSC)
Tan Zuojun,2008—2012,Deputy Secretary,China State Shipbuilding Corporation (CSSC),CPC,Leading Party Group
Tan Zuojun,2005—2008,Chairman,China State Shipbuilding Corporation,CSSC Jiangnan Heavy Industry Co., Ltd.,Board of the Directors,Shanghai Municipality
Tan Zuojun,2005,Graduate,China Europe International Business School,Shanghai Municipality
Tan Zuojun,2003—2008,Deputy General Manager,China State Shipbuilding Corporation (CSSC)
Tan Zuojun,2003—2008,Member,China State Shipbuilding Corporation (CSSC),CPC,Leading Party Group
Tan Zuojun,2003—2007,Secretary,China State Shipbuilding Corporation,Shanghai Waigaoqiao Shipbuilding Co., Ltd.,CPC,Party Committee,Shanghai Municipality
Tan Zuojun,2002—2005,Chairman,China State Shipbuilding Corporation,Shanghai Waigaoqiao Shipbuilding Co., Ltd.,Board of Directors,Shanghai Municipality
Tan Zuojun,2002—2003,Assistant General Manager,China State Shipbuilding Corporation (CSSC)
Tan Zuojun,2001—2002,General Manager,China State Shipbuilding Corporation,CSSC Shipbuilding Properties Limited
Tan Zuojun,1986—1990,Student,Wuhan University,Law School,Hubei Province,Wuhan City
Tang Chongti,1991—,Academician,Chinese Academy of Sciences
Tang Chongti,1986—,Professor,Xiamen University,Biology Department
Tang Chongti,1954,Graduate,Xiamen University,Biology Department
Tang Dengjie,2003—,Vice-Mayor,People's Government,Shanghai Municipality
Tang Dengjie,,President,Shanghai Electric Group Corporation,Shanghai Municipality
Tang Dengjie,,Deputy Secretary,Shanghai Electric Group Corporation,CPC,Party Committee,Shanghai Municipality
Tang Dengjie,,Vice-President,Shanghai Automobile Industry Corp.,Shanghai Municipality
Tang Dengjie,,Deputy Manager,Shanghai Automobile Industry Corp.,Programming Department,Shanghai Municipality
Tang Dengjie,,Director,Shanghai Volkswagen Automotive Co., Ltd.,Production Programming Department,Shanghai Municipality
Tang Dengjie,,Director,Shanghai Volkswagen Automotive Co., Ltd.,Industry Control Division,Shanghai Municipality
Tang Dengjie,1986,Graduate,Tongji University,Shanghai Municipality
Tang Guozhong,2012—,Deputy Director,CPPCC,Provincial Committee,Guangdong Province
Tang Guozhong,2011—,Deputy Secretary,CPPCC,Provincial Committee,CPC,Leading Party Group,Guangdong Province
Tang Guozhong,2005—2011,Director,CPC,Provincial Committee,Publicity Department,Fujian Province
Tang Guozhong,2005—2006,Secretary,CPC,Provincial Committee,Education Working Committee,Fujian Province
Tang Guozhong,2003—2005,Deputy Director,CPC,Provincial Committee,Organization Department,Guangdong Province
Tang Guozhong,1998—2003,Secretary-General,CPC,Provincial Committee,Guangdong Province
Tang Guozhong,1998—1998,Secretary-General,CPC,Provincial Committee,Henan Province
Tang Guozhong,1994—1998,Deputy Director,CPC,Provincial Committee,General Office,Henan Province
Tang Guozhong,1992—1994,Researcher,CPC,Provincial Committee,Policy Research Office,Henan Province
Tang Guozhong,1990—1992,Staff Member,People's Government,General Office,Henan Province
Tang Guozhong,1968—1971,Cultural Revolution,Cultural Revolution,Rusticated Youth,Liaoning Province,Changtu County
Tang Honggao,1997—2002,Member,CPC,Central Committee
Tang Honggao,1993—1998,President,China Science and Technology University,Beijing Municipality
Tang Honggao,1992—1997,Alternate Member,CPC,Central Committee
Tang Honggao,1990—1998,Secretary,China Science and Technology University,CPC,Leading Party Group,Beijing Municipality
Tang Honggao,1990—1993,Managing Vice-President,China Science and Technology University,Beijing Municipality
Tang Honggao,,Graduate Student,Chinese Academy of Sciences,Physics Research Institute
Tang Honggao,1972,Graduate,Shandong University,Chemistry Department,Shandong Province
Tang Honggao,1972,Joined,CPC
Tang Hsiang-chien,1999,Member,1st Hong Kong SAR Government,Selection Committee
Tang Hsiang-chien,1998—2003,Member,CPPCC,National Committee,Standing Committee
Tang Hsiang-chien,1995—1997,Member,Hong Kong SAR Preparatory Committee
Tang Hsiang-chien,1993—1998,Member,CPPCC,National Committee,Standing Committee
Tang Hsiang-chien,1992—????,Member,Hong Kong and Macao Affairs Office of the State Council,1st Group of Advisors
Tang Jianwu,2011—,Vice-Chairman,CPPCC,Provincial Committee,Liaoning Province
Tang Jianwu,2010—,Chairman,Chinese Peasants and Workers Democratic Party,Provincial Committee,Liaoning Province
Tang Jianwu,2002—,President,Liaoning Province,Dalian City,Liaoning Province
Tang Jianwu,1994—2002,Dean,Dalian Medical University,College of Basic Medicine,Liaoning Province,Dalian City
Tang Jianwu,1994—2002,Deputy Director,Public Health Department,Liaoning Province,Dalian City
Tang Jianwu,1994—2002,Vice-President,Dalian Medical University,Liaoning Province,Dalian City
Tang Jiaxuan,2003—2008,State Councilor,State Council
Tang Jiaxuan,2002—2007,Member,CPC,Central Committee
Tang Jiaxuan,1998—2003,Minister,Ministry of Foreign Affairs
Tang Jiaxuan,1997—2000,Secretary,Ministry of Foreign Affairs,CPC,Party Committee
Tang Jiaxuan,1997—2002,Member,CPC,Central Committee
Tang Jiaxuan,1994—1997,Deputy Secretary,Ministry of Foreign Affairs,CPC,Party Committee
Tang Jiaxuan,1993—1994,Member,Ministry of Foreign Affairs,CPC,Party Committee
Tang Jiaxuan,1993—1998,Vice-Minister,Ministry of Foreign Affairs
Tang Jiaxuan,1991—1993,Assistant Minister,Ministry of Foreign Affairs
Tang Jiaxuan,1988—1991,Minister-Counselor,Chinese Embassy,Japan,Tokyo
Tang Jiaxuan,1988—1991,Minister,Chinese Embassy,Japan,Tokyo
Tang Jiaxuan,1983—1988,Deputy Director,Ministry of Foreign Affairs,Asian Affairs Department
Tang Jiaxuan,1983—1988,First Secretary,Ministry of Foreign Affairs,Asian Affairs Department
Tang Jiaxuan,1978—1983,First Secretary,Chinese Embassy,Japan,Tokyo
Tang Jiaxuan,1978—1983,Second Secretary,Chinese Embassy,Japan,Tokyo
Tang Jiaxuan,1973,Joined,CPC
Tang Jiaxuan,1970—1978,Council Member,Chinese People's Association for Friendship with Foreign Countries
Tang Jiaxuan,1970—1978,Council Member,Sino-Japanese Friendship Association
Tang Jiaxuan,1970—1978,Deputy Chief,Chinese People's Association for Friendship with Foreign Countries
Tang Jiaxuan,1969—1970,Worker,Cultural Revolution,May 7th Cadre School
Tang Jiaxuan,1964—1969,Staff Member,Ministry of Foreign Affairs,Translation and Interpretation Department
Tang Jiaxuan,1962—1964,Intern,State Broadcasting Administration
Tang Jiaxuan,1962,Graduate,Beijing University,Oriental Languages Department,Beijing Municipality
Tang Jiaxuan,,Student,Fudan University,English Department,Shanghai Municipality
Tang Jiliang,2003—,Deputy,NPC
Tang Jiliang,1998—2003,Deputy,NPC
Tang Jiliang,1997—,President,Guangxi University,Guangxi Zhuang Autonomous Region
Tang Jiliang,1995—1997,President,Guangxi Agricultural College,Guangxi Zhuang Autonomous Region
Tang Jiliang,1989,Graduate,University of East Anglia,United Kingdom,Norwich
Tang Jiliang,,Graduate,Guangxi University,Guangxi Zhuang Autonomous Region
Tang Jun,2002—,President,Microsoft,China
Tang Jun,,Graduate,Beijing Institute of Posts and Telecommunications,Beijing Municipality
Tang Ke,1982—1987,Member,CPC,Central Committee
Tang Ke,1977—1982,Member,CPC,Central Committee
Tang Kebi,1977—1982,Alternate Member,CPC,Central Committee
Tang Kebi,1973—1977,Alternate Member,CPC,Central Committee
Tang Liang,1977—1982,Alternate Member,CPC,Central Committee
Tang Liang,1973—1977,Alternate Member,CPC,Central Committee
Tang Liang,1969—1973,Alternate Member,CPC,Central Committee
Tang Liangzhi,2017—,Deputy Secretary,CPC,Municipal Committee,Chongqing Municipality
Tang Minwei,,Secretary,Chongqing Iron and Steel Co., Ltd.,CPC,Party Committee
Tang Minwei,,Board Chairman,Chongqing Iron and Steel Co., Ltd.
Tang Minwei,,General Manager,Chongqing Iron and Steel Co., Ltd.
Tang Minwei,,Deputy Director,Metallurgical Department,Sichuan Province
Tang Minwei,,Deputy Secretary,Metallurgical Department,CPC,Party Committee,Sichuan Province
Tang Minwei,,Executive Deputy Manager,Chongqing Iron and Steel Co., Ltd.,Sichuan Province
Tang Minwei,,Chief Engineer,Chongqing Iron and Steel Co., Ltd.,Sichuan Province
Tang Minwei,,Deputy Director,Chongqing Iron and Steel Co., Ltd.,Quality Control Department
Tang Minwei,,Joined,CPC
Tang Minwei,1964,Graduate,Chongqing University,Mining and Metallurgy Department,Chongqing Municipality
Tang Qishan,1973—1977,Member,CPC,Central Committee
Tang Qishan,1969—1973,Member,CPC,Central Committee
Tang Renjian,2017—2017,Acting Governor,People's Government,Gansu Province
Tang Renjian,2017—,Governor,People's Government,Gansu Province
Tang Renjian,2016—,Deputy Secretary,CPC,Provincial Committee,Gansu Province
Tang Renjian,2014—2016,Vice-Chairman,Autonomous Region People's Government,Guangxi Zhuang Autonomous Region
Tang Shouzheng,1995—,Academician,Chinese Academy of Sciences
Tang Shouzheng,,Researcher,Chinese Academy of Forestry Sciences,Natural Resources Information Institute
Tang Shouzheng,1986—????,Postdoctorate Student,University of New Brunswick,Canada,New Brunswick
Tang Shouzheng,1985,Graduate,Beijing Normal University,Mathematics Department,Beijing Municipality
Tang Shouzheng,1963,Graduate,Beijing Forestry College,Beijing Municipality
Tang Shuangning,2007—,Chairman,China Everbright (CEB)
Tang Shuangning,2003—2007,Vice-Chairman,China Banking Regulatory Commission
Tang Shuangning,1999—2003,Director-General,People's Bank of China,Banking Supervision Department
Tang Shuangning,1998—1999,Director-General,People's Bank of China,Gold and Silver Bureau
Tang Shuangning,1997—1998,Director-General,People's Bank of China,Credit Management Department
Tang Shuangning,1989—1997,President,People's Bank of China,City Branch,Liaoning Province,Shenyang City
Tang Shuangning,1989—1997,Vice-President,People's Bank of China,City Branch,Liaoning Province,Shenyang City
Tang Shuangning,1989—1989,Assistant President,China Construction Bank,Provincial Branch,Liaoning Province
Tang Shuangning,1986—1989,Vice-President,China Construction Bank,City Branch,Liaoning Province,Shenyang City
Tang Shuangning,1982—1986,Deputy Division Chief,China Construction Bank,Provincial Branch,Liaoning Province
Tang Shubei,1998—2003,Vice-Chairman,CPPCC,Subcommittee for Hong Kong, Macao, Taiwan and Overseas Chinese
Tang Shubei,1998—2003,Member,CPPCC,National Committee,Standing Committee
Tang Shubei,1995—1997,Member,Hong Kong SAR Preparatory Committee
Tang Shubei,1993—1998,Vice-Chairman,CPPCC,Coordinating Committee for the Reunification of Motherland
Tang Shubei,1993—1998,Member,CPPCC,National Committee,Standing Committee
Tang Shubei,1991—,Deputy Director,CPC,Central Committee,Offices Under Central Committee,Taiwan Affairs Office
Tang Shubei,1989—????,Deputy Director,Taiwan Affairs Office of the State Council
Tang Shubei,1986—1988,Ambassador,Chinese Embassy,USA,Washington D.C.
Tang Shubei,1983—1986,Consul-General,Chinese Consulate General,USA,California,San Francisco
Tang Shubei,,Secretary,Chinese Embassy,Japan,Tokyo
Tang Shubei,1982—1983,Division Chief,Ministry of Foreign Affairs,Department of Consular Affairs
Tang Shubei,1971—1980,Deputy Division Chief,Ministry of Foreign Affairs,Department of Consular Affairs
