Name,Hash_Key,Offcd,Degree,School,Major,Edu_S,Edu_E
张德江,46161cbe7c07e698b6d656ac2c517de1a700bfe2,0000007249,留学,朝鲜金日成综合大学,经济,1978.00,1980.00
张德邻,5d6f8cc6cda054e00e64235a070dd3f380b8a877,0000007250,本科,清华大学,焊接工艺及设备,,
张德生,3b1c7b33e4bd3206df201c90ad5158468d8431ff,0000007251,,,,,
张鼎丞,55984e771d90d426295edc70b5589b2ee2cdbd47,0000007256,,,,,
张高丽,a2e6d42fc178b3d459fd608de3755d947e7aa9e0,0000007281,本科,厦门大学,计划统计,1965.00,1970.00
张高丽,a2e6d42fc178b3d459fd608de3755d947e7aa9e0,0000007281,进修,中央党校,,1990.04,1990.07
张根生,3be9572f24a79ce13f9886abaa957c980723484f,0000007284,,,,,
张国光,15f56ea5631c223264b17d36488906f352a77377,0000007310,本科,北京航空学院,高空设备,1963.09,1968.09
张劲夫,f9dbb58b814462d1eef17ede6ae97b1800e757ad,0000007451,,,,,
张立昌,e3c9bed3958dd1ce307809ea93e02a8759532188,0000007492,函授,北京经济函授大学,经济管理,1987.01,1989.01
张立昌,e3c9bed3958dd1ce307809ea93e02a8759532188,0000007492,大专,天津冶金工业学校,,1958.05,1960.03
张平化,995c75317f8a103c75487ef9eb1fefbec4e8aaeb,0000007534,,,,,
张庆黎,26c1195c6650d4a0e596488592f48baa20fc22dd,0000007548,学习,北京农业大学,,1980.08,1981.02
张庆黎,26c1195c6650d4a0e596488592f48baa20fc22dd,0000007548,大专,中央党校,,1983.09,1985.07
张庆黎,26c1195c6650d4a0e596488592f48baa20fc22dd,0000007548,,中央党校,,1992.03,1992.07
张庆黎,26c1195c6650d4a0e596488592f48baa20fc22dd,0000007548,学习,山东省委党校,经济管理,1995.09,1997.12
张庆黎,26c1195c6650d4a0e596488592f48baa20fc22dd,0000007548,学习,石河子大学,农业经济管理,1999.02,2001.02
张庆黎,26c1195c6650d4a0e596488592f48baa20fc22dd,0000007548,研究生,中央党校,政治学,2002.09,2005.07
张庆伟,b7b1895b7063159f7c7c233e05dc30d99d4619df,0000007549,本科,西北工业大学,飞机设计,1978.09,1982.08
张曙光,50d5a0ee7c242695c5300e44f59964bd3e93cc03,0000007598,,,,,
张文岳,a0eec3018885dcebb46d5ada2753c597fea08418,0000007666,,,,,
张吾乐,1a689c24b97d4ca0e0eeff07058b61e7674d9f73,0000007667,本科,北京钢铁学院,机械系,1955.09,1959.09
张云川,d3ceaaa2085d47b418823306aa748c5dea098f89,0000007783,本科,哈尔滨军事工程学院,舰艇内燃机,1964.08,1969.07 
张云川,d3ceaaa2085d47b418823306aa748c5dea098f89,0000007783,学习,中央党校,,1986.02,1986.07 
张云川,d3ceaaa2085d47b418823306aa748c5dea098f89,0000007783,进修,中央党校,,1994.09,1994.12 
张仲良,489362ab9b790f465645cd5df7fb4fb97ac8b98f,0000007820,,,,,
张左已,56059083681911a776d4786d9b28a27e7da03187,0000007833,,黑龙江大学,俄语,,1966.09
赵伯平,a94f17a07f64e2ecd039c43d4a344284191152cf,0000007846,,,,,
赵海峰,b5afe676caaed038919516b1bf881931698ccf40,0000007875,,,,,
赵克志,8f002be60def8a344dd993ccf860c50942e5b4a7,0000007910,学习,山东省委党校,,1980.09,1982.07
赵克志,8f002be60def8a344dd993ccf860c50942e5b4a7,0000007910,学习,中央党校,,1995.09,1996.07
赵克志,8f002be60def8a344dd993ccf860c50942e5b4a7,0000007910,研究生,中央党校,,1996.07,1998.07
赵乐际,ff265e02707e585eaf45c04e9a4d5d615f60832f,0000007914,本科,北京大学,哲学,1977.00,1980.00
赵乐际,ff265e02707e585eaf45c04e9a4d5d615f60832f,0000007914,研究生,中国社会科学院,货币银行,1996.00,1998.00
赵乐际,ff265e02707e585eaf45c04e9a4d5d615f60832f,0000007914,研究生,中央党校,政治学,2002.00,2005.00
赵寿山,f0da2d98e8179b91fbee0271d4b13594a93d2054,0000007963,,,,,
赵辛初,8f96f8eff352f1d278d4a4b29813392278e6fdbb,0000007991,,,,,
赵修,2e476f9ac5ee20a649b25547ed2bb5a716b14948,0000007998,,,,,
赵正永,e41cfa8c8c2222265f310363fc6918d29f8f26e1,0000008023,学习,中南矿冶学院,金属物理专业,1974.10,1977.08
赵正永,e41cfa8c8c2222265f310363fc6918d29f8f26e1,0000008023,培训,中央党校,,1983.09,1985.07
赵正永,e41cfa8c8c2222265f310363fc6918d29f8f26e1,0000008023,进修,中央党校,,2002.09,2003.01
赵正永,e41cfa8c8c2222265f310363fc6918d29f8f26e1,0000008023,学习,中央党校,,2006.11,2007.01
赵正永,e41cfa8c8c2222265f310363fc6918d29f8f26e1,0000008023,研修,美国哈佛大学,,2007.09,2007.12
赵志浩,2e0c1b7edb08ff4d7a4daf7dabed61643449a294,0000008026,,,,,
白纪年,37478c291647fe92d0a871499ff2385879db8ddc,0000008125,学习,延边示范学校,,,1947.00
白清才,4951cb26a51d506d4b8951925d816a8ecbc70818,0000008137,,,,,
包叙定,99773b3f2c68cdf3c1a83d62503636a3ee363332,0000008182,,,,,
柴松岳,18ef84ce662d2d8a13eb3c92923e7a072df4e94f,0000008429,学习,中央党校,,1981.09,1982.08
柴松岳,18ef84ce662d2d8a13eb3c92923e7a072df4e94f,0000008429,学习,煤炭工业部干部管理学院,企业管理,1984.09,1986.05
柴松岳,18ef84ce662d2d8a13eb3c92923e7a072df4e94f,0000008429,学习,中央党校,,1996.03,1996.05
陈士能,5a987f665edef69bc2b6c0623241adc9d4d603eb,0000008686,本科,清华大学,工程化学,,
陈郁,8549714f957c6efa636ddb08734d035b65b5bafd,0000008829,学习,广州汽车实习学校,,,
陈郁,8549714f957c6efa636ddb08734d035b65b5bafd,0000008829,学习,苏联列宁学院,,1931.06,
陈正人,ff0f097e2c80b2896da9c522a865dfe3c13feb70,0000008863,,,,,
程潜,45160812a9be79feda5c27dacf2ce14ed3702163,0000008918,学习,湖南武备学堂,,1903.00,
程潜,45160812a9be79feda5c27dacf2ce14ed3702163,0000008918,学习,日本陆军士官学校,炮科,1907.00,
方志纯,5726fa5e09bcd4d1b31dd9a76be4b45e29c58ae1,0000009466,,,,,
傅锡寿,190abc41ce70d0b95e343cc507dc8e68408332dc,0000009590,,,,,
高狄,9186b4f0c598106b807eca67646b56f33a5bf48c,0000009632,肄业,敦化国民高等学校,,,1945.11
高克林,84dc405c00f58c32f87f4bcb225ad545ca12368c,0000009659,,,,,
顾秀莲,a0befc581859c28435aa108a2df0d608c06046cb,0000009839,,东北公安干部学校,,1953.00,1954.00
顾秀莲,a0befc581859c28435aa108a2df0d608c06046cb,0000009839,,沈阳冶金机械专科学校,机械系,1958.00,1961.00
顾秀莲,a0befc581859c28435aa108a2df0d608c06046cb,0000009839,函授,中央党校,科学社会主义,1997.09,2000.07
关广富,64d9b122cec705c90fe66d1915f6faec87bd3778,0000009848,,东北财经干部学习,,,
郭影秋,d2bc5fd8c13afd795771950ae9e0b89f693cb87e,0000009959,,,,,
韩宁夫,076501fad9f59c1c29fd276ecfb70e3714af65d0,0000010032,,山东建设厅电气班,,1930.00,
韩宁夫,076501fad9f59c1c29fd276ecfb70e3714af65d0,0000010032,,济南私立齐鲁中学,,1931.00,
韩宁夫,076501fad9f59c1c29fd276ecfb70e3714af65d0,0000010032,本科,山东大学,,1936.08,
韩宁夫,076501fad9f59c1c29fd276ecfb70e3714af65d0,0000010032,学习,中共北方局党校,,1943.11,1945.09
韩宁夫,076501fad9f59c1c29fd276ecfb70e3714af65d0,0000010032,学习,苏联学习,,1954.12,1956.01
和志强,f42ccb167c4124d856497e338303ef45311ac2d2,0000010215,学习,重庆大学,,,1956.00
侯捷,95f412045f87e0cfd07186216bb986fabf5336ce,0000010274,学习,北京水利水电学院, 河川枢纽及水电站建筑,1961.00,1966.00
胡继宗,f1e4408121d6439e4928b9deae931f8fdd26f92e,0000010324,,,,,
胡启立,846650b1ada5866c41adf200a04ab6c0a83cf44f,0000010358,学习,北京大学,机械专业,1946.00,1951.00
胡启立,846650b1ada5866c41adf200a04ab6c0a83cf44f,0000010358,学习,五七干校,,1966.00,1972.00
胡昭衡,7a76e37f7482b2e3940ef4a0ea348030f07d6795,0000010397,肄业,北京大学,历史系,,1937.00
黄镇东,849c00f26f1e626077812c6fbf0b2a03af9d86bf,0000010636,大专,南京航务工程专科学校,数学物理,1960.09,1962.08
黄镇东,849c00f26f1e626077812c6fbf0b2a03af9d86bf,0000010636,学习,上海海运学院,财务会计,1962.08,1963.05
黄镇东,849c00f26f1e626077812c6fbf0b2a03af9d86bf,0000010636,学习,交通部干部学校,,1980.05,1980.08
黄镇东,849c00f26f1e626077812c6fbf0b2a03af9d86bf,0000010636,进修,日本神户港,,1980.09,1980.12
黄镇东,849c00f26f1e626077812c6fbf0b2a03af9d86bf,0000010636,学习,河北省委党校,,1982.03,1982.07
黄镇东,849c00f26f1e626077812c6fbf0b2a03af9d86bf,0000010636,进修,中央党校,,2001.03,2001.05
黄知真,5c09cceaee913e5f33630a869cddfffba55459f8,0000010642,学习,江西苏区列宁师范,,,
姜异康,6555d46b27b6124beb9d56cd9a4849566e9e7d92,0000010834,学习,山东师范大学,中文专业,1981.02,1982.12
姜异康,6555d46b27b6124beb9d56cd9a4849566e9e7d92,0000010834,学习,中南海业余大学,行政管理,1988.09,1990.07
姜异康,6555d46b27b6124beb9d56cd9a4849566e9e7d92,0000010834,研究生,中南工业大学,管理工程,1993.03,1995.12
姜异康,6555d46b27b6124beb9d56cd9a4849566e9e7d92,0000010834,进修,中央党校,,2005.11,2006.01
蒋民宽,f94d63240ffe8043486e7cda4ac67d655340df15,0000010860,大专,上海工业专科学校,机械系,1947.00,1950.00
蒋民宽,f94d63240ffe8043486e7cda4ac67d655340df15,0000010860,学习,东北工业部抚顺俄语训练班,,1952.00,1955.00
蒋民宽,f94d63240ffe8043486e7cda4ac67d655340df15,0000010860,进修,中央党校,,1987.09,1988.02
解峰,054e6c6f26543d2fbce4476f0c9640d116a17677,0000010905,学习,晋察冀边区抗战学院,,,
金明,e69616bca526b7e06f4d8842cb1d9897a3e2a784,0000010931,,,,,
李葆华,ca4d2d8faba5ea2ddacdd30ec9cef1b10a06f6fa,0000011162,学习,北京孔德学校,,1921.00,
李葆华,ca4d2d8faba5ea2ddacdd30ec9cef1b10a06f6fa,0000011162,学习,日本东京高等师范学校,,,
李昌安,63d058d04b506a73a77070af8cde7c6aae81e577,0000011173,学习,北京机械学院业余大学,机械制造,1958.00,1964.00
李春亭,98a021287ad36906369960c86f617201e34bebba,0000011203,学习,中央党校,,1980.00,1982.00
李尔重,f31e5a369d6b51fea20a4bccd74ae829236f55cb,0000011233,学习,北平大学,,,
李尔重,f31e5a369d6b51fea20a4bccd74ae829236f55cb,0000011233,学习,北京大学,,,
李尔重,f31e5a369d6b51fea20a4bccd74ae829236f55cb,0000011233,学习,日本仙台帝国大学,,,
李范五,0fabefee2c9dd85566e12f639110a2f7a90429e1,0000011237,学习,哈尔滨第一中学,,,
李范五,0fabefee2c9dd85566e12f639110a2f7a90429e1,0000011237,学习,北平大学,,,
李范五,0fabefee2c9dd85566e12f639110a2f7a90429e1,0000011237,学习,苏联莫斯科共产国际东方殖民地问题研究院,,,
李丰平,873d5a0f9ffe19073d82e92a399c4c6b7f32de04,0000011240,学习,延安中央党校,,,
李耕涛,063aeef4025394a0f3a2130ca907ee22218fa56d,0000011261,副博士,苏联莫斯科动力学院,燃气轮机,1952.00,1956.00
李梦龄,6061fb93676739e36ec0c52099d0ff1725612187,0000011434,学习,北平师范大学,历史系,,1931.00
李其炎,de303fdd25ec47b6f6742d3d8eb6bdc6ca17db5e,0000011460,学习,北京师范学院,历史系,,1963.00
李启明,f98e37de24266c854b644f7e7d5483c7e5149dfa,0000011465,学习,山西医专预科,,,
李启明,f98e37de24266c854b644f7e7d5483c7e5149dfa,0000011465,学习,汾阳军官学校,,,
李启明,f98e37de24266c854b644f7e7d5483c7e5149dfa,0000011465,学习,杨虎城创办的军官学校,,1934.00,
李盛霖,660539ab6639490e2bf86333a2fbcdec780b797d,0000011511,学习,江苏镇江农业机械学院,农机专业,1965.07,1970.08
李盛霖,660539ab6639490e2bf86333a2fbcdec780b797d,0000011511,学习,中央党校,,1997.03,1997.05 
李锡铭,36855b7d94c112b6054524d32eb8a3aea3ee6988,0000011593,学习,清华大学,,1946.00,
李子奇,3128c751516a3bd4633c520f5a4429dbc6243f14,0000011774,学习,莫斯科有色冶金矿业学院,,1954.00,
栗又文,4510770059bc792d7e0040f54820cdbf393a7793,0000011792,学习,北京大学,,,1962.00
栗又文,4510770059bc792d7e0040f54820cdbf393a7793,0000011792,学习,中央马列学院,,1939.02,
廖伯康,9820bfe447c7a2ea2dd45e923d566b23e535d325,0000011891,学习,中央大学,经济系,,
林李明,7bd836915cbb369d310965d3141f374376d02237,0000011967,,,,,
令狐安,ce3b578bd1ea5ac1c5a264a81497daa68b7ba0b0,0000012057,学习,北京工业学院,红外线,1965.08,1970.08 
令狐安,ce3b578bd1ea5ac1c5a264a81497daa68b7ba0b0,0000012057,学习,中国工业科技管理大连培训中心,,1982.05,1982.10
令狐安,ce3b578bd1ea5ac1c5a264a81497daa68b7ba0b0,0000012057,学习,中央党校,,1987.09,1988.07
令狐安,ce3b578bd1ea5ac1c5a264a81497daa68b7ba0b0,0000012057,学习,中央党校,,1997.03,1997.05
令狐安,ce3b578bd1ea5ac1c5a264a81497daa68b7ba0b0,0000012057,学习,中央党校,,2003.03,2003.05
刘秉彦,e60772ee7b22d7171e0bbd2482995cb303fe0610,0000012071,,,,,
刘剑峰,47d04997817d87a72b3b7e1f3c98a2a472d4a9d7,0000012192,本科,苏联基辅工学院,无线电工程,,1961.00
刘田夫,5566609182ff8c776687bfbb599d51bb1ef51e3c,0000012333,,,,,
刘锡五,1d347b3a285e5df7dd801031da20008586a32b77,0000012365,学习,北京新京学院,,1924.08,
刘锡五,1d347b3a285e5df7dd801031da20008586a32b77,0000012365,学习,上海大学,,1925.00,
刘正,cec31335e7cf9740aebf90a26493d2599298577b,0000012502,,,,,
刘正,cec31335e7cf9740aebf90a26493d2599298577b,0000012502,,,,,
罗贵波,7cb5b23a11b546603bf77e176cc87f1102579624,0000012704,肄业,赣州胜利师范学校,,,1924.07
吕祖善,421e5f85eb6fe652e2f280f3933e2b8cd559377d,0000012839,本科,南京航空学院（现南京航空航天大学）,动机设计,1963.09,1968.09
吕祖善,421e5f85eb6fe652e2f280f3933e2b8cd559377d,0000012839,研究生,中央党校,,1997.03,1997.06
倪献策,6227c868dd4253d6dcfd3a4cccabdbe1504f22dd,0000013193,,青岛市建筑工程学校,,,
倪志福,4713040a5728c56a858301fe8e9a022683b166d9,0000013198,学习,上海青工政治文化学习班,,,
倪志福,4713040a5728c56a858301fe8e9a022683b166d9,0000013198,大专,国营六一八厂,,1961.04,1965.05
聂荣臻,cc0efa20daf2b9bb0dcb0018a6342e03c5b073d8,0000013205,,,,,
裴丽生,2ec4995ad31734787d925d95d5457b98dd0e547c,0000013320,,清华大学,经济,1929.00,1933.05
强晓初,37b391e0f5d5326bf2f4e3d007629f7e5d490d67,0000013453,,,,,
饶漱石,2e609ac9b8781a54994b5a7769bb06925f56861e,0000013568,本科,上海大学,,1924.00,
芮杏文,56343446770253c9f04207f1fc86294e4f41b216,0000013633,大专,中国人民大学,企业管理,,
芮杏文,56343446770253c9f04207f1fc86294e4f41b216,0000013633,专修,中国人民大学,,1950.00,1951.00
芮杏文,56343446770253c9f04207f1fc86294e4f41b216,0000013633,学习,苏北公学、华中建设大学、山东大学,政治,1944.00,1946.00
沙文汉,fb915eb1ac87bf9f1687be31bf47a005baecff47,0000013658,学习,上海东亚同文书院,,1928.01,
沙文汉,fb915eb1ac87bf9f1687be31bf47a005baecff47,0000013658,深造,莫斯科列宁学院,马克思列宁主义理论,1929.07,
沙文汉,fb915eb1ac87bf9f1687be31bf47a005baecff47,0000013658,,日本铁道学校,,1932.02,
邵式平,fb3f3fd4d83171c9b4a0880e9833d1a2ad704a10,0000013692,学习,抗日军政大学,,1936.10,
邵式平,fb3f3fd4d83171c9b4a0880e9833d1a2ad704a10,0000013692,学习,延安中央党校,,1942.00,
舒惠国,cff525f21d487abb24f97f6550816375b497bcc6,0000013854,,,,,
舒同,0fce8bf0b4b8a3e272d23270e99829e6f961863f,0000013855,,江西省立第三师范学校,,1921.00,
宋德福,74b7bb5e421cc1d2fa5b92d7f90b31bc82b2c361,0000013891,,吉林省德惠第一小学、德惠县第四中学,,1953.00,1962.00
宋德福,74b7bb5e421cc1d2fa5b92d7f90b31bc82b2c361,0000013891,大专,,,,
宋任穷,39b5d4f834037606cadfb745beff6fbad41aaf82,0000013917,,,,,
宋瑞祥,5ed14c666851e78d0fcedfbf9e50c026c53371b4,0000013920,,,,,
孙君一,851368e61835a4e0a884bc0b862360e837d4c015,0000014067,,北平朝阳大学,,,
孙治国,eaa15b85a3a7d4d4f65ef6aaf9ca05e924b083f2,0000014167,,,,,
覃应机,aca7536c25fd0884c0c3ede7e74a56edd0dda107,0000014201,学习,国家保卫局,,,
覃应机,aca7536c25fd0884c0c3ede7e74a56edd0dda107,0000014201,学习,中共中央平原分局党校,,,
谭绍文,7ed1693c686a0a27ec2a918fca0c714c5d12009d,0000014223,,成都铭贤学院、西北工学院,,1948.00,
陶鲁笳,1d234a0615b4bed3bf298436dcd3ef6328992bf3,0000014323,,江苏溧阳私立同济中学、江苏省立常州中学（今常州高级中学）、上海复旦实验中学,,,
陶鲁笳,1d234a0615b4bed3bf298436dcd3ef6328992bf3,0000014323,,南京中央大学,,,
天宝,702ce58a7d7b68e02ff83277e68e01884611b314,0000014342,学习,中共中央党校,,1937.00,
铁木尔·达瓦买提,6cdb04b4d2c1230be015f35168cc72212bfbd3c5,0000014396,研究生,中央民族学院,政治,1955.00,1957.00
万绍芬,edd676091d21f4e7435f726346a7146ef838a6c6,0000014435,学习,江西国立中正大学,经济,1948.00,1949.00
万绍芬,edd676091d21f4e7435f726346a7146ef838a6c6,0000014435,学习,中央团校,,1950.00,
万学远,c4a554cfeb326f94506fea2e84c03afc0a7455aa,0000014438,本科,上海交通大学,船舶燃气轮机,,1964.00
王东明,53ca99f919227127f6d3799794dd360c32e378e5,0000014562,本科,辽宁大学,哲学,1978.03,1982.02
王东明,53ca99f919227127f6d3799794dd360c32e378e5,0000014562,培训,辽宁省委党校青训班,,1982.02,1982.06
王东明,53ca99f919227127f6d3799794dd360c32e378e5,0000014562,培训,中央党校一年制中青年干部培训班,,1996.09,1997.07
王东明,53ca99f919227127f6d3799794dd360c32e378e5,0000014562,研究生,中央党校,法学,1996.09,1999.07
王岐山,3c2d1477068296056b0bebd0e3cb1f2ae60b2eda,0000014801,大专, 西北大学,历史,1973.00,1976.00
王岐山,3c2d1477068296056b0bebd0e3cb1f2ae60b2eda,0000014801,培训,中央党校省部级干部进修班,,1992.09,1992.11
王森浩,c5e3dead603dbb19d74436890e2ec9adb5cb3d1f,0000014833,大专,北京矿业学院,采矿系,1956.00,
王森浩,c5e3dead603dbb19d74436890e2ec9adb5cb3d1f,0000014833,进修,北京俄语学院留苏预备部,,1956.00,1957.00
王世英,c3df87d0c750e52c62dd94f2be26c1fb25dca16f,0000014867,,太原国民师范学校,,,
王世英,c3df87d0c750e52c62dd94f2be26c1fb25dca16f,0000014867,,黄埔陆军军官学校,,1925.08,
王首道,9a0c48b0faece6e319933ad8ea807ca2c4586515,0000014876,,第六届广州农民运动讲习所,,,
王旭东,4b52f8936a0858372deef345033ee229e0753190,0000014996,本科,江苏省无锡市无线电工业学校,机械专业,1962.09,1966.07
王旭东,4b52f8936a0858372deef345033ee229e0753190,0000014996,学习,中央党校、天津市科学技术进修学院,工业科技管理,1980.02,1982.07
王郁昭,e80a2124428f0432d7c3ab9e83e2be3f1d015a68,0000015081,学习,中共中央马列主义学院、中共中央高级党校,,1954.02,
吴邦国,34ddf1014a7858cf9107a6b7b216c9f0e739d8e8,0000015313,本科,清华大学,电真空器件,1960.00,1967.00
谢非,1ca2298ad168b2f3d5ac0b4d36fc451bda53ff13,0000015705,学习,中共广东省委党校中级班,,1959.00,1960.00
谢伏瞻,a33d73df7d134871b658a786370865158d70b225,0000015707,本科,华中工学院,计算机系,1976.12,1980.01
谢伏瞻,a33d73df7d134871b658a786370865158d70b225,0000015707,研究生,机械工业部机械科学研究院,工业自动化,1983.08,1986.09
谢伏瞻,a33d73df7d134871b658a786370865158d70b225,0000015707,访问学者,美国普林斯顿大学,,1991.10,1992.10
谢伏瞻,a33d73df7d134871b658a786370865158d70b225,0000015707,培训,中央党校省部级干部进修班,,2001.09,2001.11
谢伏瞻,a33d73df7d134871b658a786370865158d70b225,0000015707,培训,清华大学、哈佛大学公共管理高级培训班,,2003.07,2003.09
谢世杰,a88f0318a0227806fac62807a18c6231009f42bb,0000015737,大专,西南农学院,土壤肥料,1958.00,1959.00
邢崇智,959293bba1624e0921d1ba7fb9af44cecf9ef5d0,0000015769,初中,中央团校,,1949.00,
徐匡迪,56785c3983718ecdce642fadb0ceec8df1e67f17,0000015861,大专,北京钢铁工业学院,钢铁冶金,1954.00,1959.00
徐匡迪,56785c3983718ecdce642fadb0ceec8df1e67f17,0000015861,访问学者,英国帝国理工大学,,1982.03,1983.02
徐荣凯,ae212f212328e539a7e27498981634b99028e929,0000015889,本科,清华大学,动力机械系燃汽轮机,1960.09,1966.09
徐荣凯,ae212f212328e539a7e27498981634b99028e929,0000015889,学习,中央党校,,1989.02,1989.07
徐荣凯,ae212f212328e539a7e27498981634b99028e929,0000015889,博士,清华大学,技术经济,1993.09,1998.07
徐有芳,da68ca316fcc5316f6f700c3a7a7ee16fb8c264b,0000015922,本科,安徽农学院,林学系,1959.09,1963.08
许世杰,790657de8538a543b612e339c26b90dc591577e4,0000015983,,,,,
杨汝岱,4c3cd7258fe6102e26459b98acdd310b2926c87e,0000016285,高中,,,,
杨尚奎,e0b0ee324205bc79f84ab8d2a733d9e850b74ac5,0000016292,学习,瑞金中央党校,,1934.05,
杨尚奎,e0b0ee324205bc79f84ab8d2a733d9e850b74ac5,0000016292,学习,中央马列学院,,1940.01,1941.06
杨尚奎,e0b0ee324205bc79f84ab8d2a733d9e850b74ac5,0000016292,学习,中央党校1部,,1942.09,
杨植霖,4459f61a7fc143687608277142ff85649c41e291,0000016412,学习,北平新农业学院,,1929.00,
杨植霖,4459f61a7fc143687608277142ff85649c41e291,0000016412,学习,延安中央党校,,1942.00,
尹克升,0f5df344437b33e0e2d0aaafebd4aa96320703d6,0000016558,本科,北京石油学院,油田开采,1960.00,1964.00
尹克升,0f5df344437b33e0e2d0aaafebd4aa96320703d6,0000016558,学习,华北人民革命大学,,1949.00,
尹克升,0f5df344437b33e0e2d0aaafebd4aa96320703d6,0000016558,学习,石油干部学校,,1960.00,1964.00
尤权,4c4b39aaa41465ab9ac439a391c899b30bb07036,0000016581,本科,中国人民大学,国民经济计划,1980.09,
尤权,4c4b39aaa41465ab9ac439a391c899b30bb07036,0000016581,研究生,中国人民大学,国民经济计划,,1987.07
于汉卿,33c5ed937710da7b0923fa1b9d3bf5e063c49478,0000016616,学习,五七干校,,1973.00,
于克,ae8fec627b5ba6b1abd3e170af91464a11a9167d,0000016623,学习,北平中山中学,,1934.00,
云布龙,144d3b32dfb1180cd4840cbd0dd6cf5c9719c4d0,0000016806,本科,太原工学院,机械系,,1962.00
张国声,868fb7e5840d64b99d63e4f1af893ea5867d0d32,0000016964,,,,,
张皓若,408eed3210ed35c15762b48982f2d601e28ff98b,0000016977,学习,清华大学,石油专业,1949.09,1952.00
张皓若,408eed3210ed35c15762b48982f2d601e28ff98b,0000016977,学习,石油部俄文训练班,,1953.00,
张皓若,408eed3210ed35c15762b48982f2d601e28ff98b,0000016977,学习,苏联进修,,1954.06,
张启龙,a2ce1fd701176669dc1214b018d73e5a3cf331b1,0000017159,,,,,
张体学,c3a9598d8c8e81c47fe3091d852aa2957687dd73,0000017251,学习,瓦窑堡红军大学,,1936.05,
张中伟,68a000b1e3a24b71a1542d7ecbe7a7cf5b20032f,0000017466,学习,中央党校,,1981.09,1982.07
张中伟,68a000b1e3a24b71a1542d7ecbe7a7cf5b20032f,0000017466,大专,高等教育自学考试党政干部管理基础科专业,党政干部管理基础,1984.00,1986.00
赵德尊,85f867eb33d31ec75c833124d332e35101e99a0a,0000017525,学习,延安中央党校,,1943.00,
赵德尊,85f867eb33d31ec75c833124d332e35101e99a0a,0000017525,学习,清华大学,外语系,,1937.00
赵洪祝,aefd5e2c36da18e4c343e7e813312249e8c3d3bb,0000017552,学习,中央党校,,1982.00,1983.00
赵洪祝,aefd5e2c36da18e4c343e7e813312249e8c3d3bb,0000017552,本科,中央党校,,1983.00,1985.00
赵洪祝,aefd5e2c36da18e4c343e7e813312249e8c3d3bb,0000017552,学习,中央党校,,1989.03,1989.07
赵健民,b09e11b5037169b895fc0bd67d8cfbe99738db49,0000017564,,,,,
赵林,7b0b1afd45d806cb0161c665ade6de667d1c71f5,0000017586,,,,,
周持衡,5b075d11610683e4ff6275749c7911e3271e822d,0000017884,肄业,山东大学,,,
周建人,6d3a7bca776fa25c82534d9eecce244ff8a48363,0000017929,学习,北京大学,,1920.00,
周小舟,4d7e6b235e0618f0c25804a545154a37e9f41770,0000017997,,长沙私立明德中学,,1925.00,
周小舟,4d7e6b235e0618f0c25804a545154a37e9f41770,0000017997,预科,湖南大学,,1929.00,1931.00
周小舟,4d7e6b235e0618f0c25804a545154a37e9f41770,0000017997,本科,国立北平师范大学,,1931.00,1935.00
朱厚泽,8ccbd1c98fa3db2ef4583df5a7beca50033c48f0,0000018076,,,,,
张学忠,95ceb0a5707d1c78f689fa0ed978efd1bfdd0c40,0000018247,大专,甘肃省兰州市师范学校,,1958.08,1961.07
张学忠,95ceb0a5707d1c78f689fa0ed978efd1bfdd0c40,0000018247,本科,兰州大学,汉语言文学,1964.09,1966.06
于明涛,7acbde383308ba906ac6908ff149302adb1405a9,0000018350,,,,,
